number,title,created_at,updated_at,closed_at,creator_name,assignees_num,labels_num,state,locked,author_association,comments_num,reactions_+1_num,reactions_-1_num,reactions_laugh_num,reactions_hooray_num,reactions_confused_num,reactions_heart_num,reactions_rocket_num,reactions_eyes_num,reactions_total_num,time_to_next_issue,creator_company,creator_followers_num,creator_following_num,creator_public_repos_num,creator_public_gists_num,creator_created_at,creator_updated_at
13000,"react-dom throws ""ReferenceError: requestAnimationFrame is not defined"" in SSR environment since #12931",1528470128,1528506500,1528506500.0,sompylasar,0,1,closed,0,CONTRIBUTOR,1,0,0,0,0,0,0,0,0,0,2133395.0,,131,22,101,25,1290800394,1709515716
13141,react-test-renderer shallow: SFCs should not get `this`,1530603523,1530636460,1530636460.0,ljharb,0,2,closed,0,CONTRIBUTOR,2,0,0,0,0,0,0,0,0,0,126279.0,@herodevs @tc39 ,7093,390,261,11,1231550882,1729393711
13150,Enzyme + Context API = Warning: Detected multiple renderers concurrently rendering the same context provider,1530729802,1548746739,1530918286.0,stereobooster,0,2,closed,0,NONE,21,1,0,0,0,0,0,0,0,1,527126.0,,398,26,352,102,1263140654,1728040895
13188,"If console.error throws while reporting an error, React can enter an invalid internal state",1531256928,1533230216,1533230216.0,brokentone,0,1,closed,0,NONE,8,0,0,0,0,0,0,0,0,0,566446.0,vogue.com,37,15,27,3,1312390101,1729042170
13222,Select multiple - does not scroll to selected item(items),1531823374,1533315926,1533315926.0,kre0n,0,3,closed,0,NONE,12,1,0,0,0,0,0,0,0,1,1397595.0,,1,8,13,2,1341950954,1719576951
13309,Profiler durations are sometimes incorrect,1533220969,1533746574,1533746574.0,bvaughn,1,1,closed,0,CONTRIBUTOR,2,0,0,0,0,0,0,0,0,0,1303132.0,Citadel,11164,1,165,65,1224291950,1727480866
13424,onChange doesn't fire if input re-renders due to a setState() in a non-React capture phase listener,1534524101,1645648788,,gaearon,0,3,open,0,COLLABORATOR,13,10,0,0,0,0,0,0,0,10,422.0,@bluesky-social ,87893,173,274,78,1306347511,1729443293
13425,Host components outside the setState path are sometimes unnecessarily diffed and updated,1534524523,1534526027,1534526027.0,gaearon,0,2,closed,0,COLLABORATOR,0,0,0,0,0,0,0,0,0,0,1043644.0,@bluesky-social ,87893,173,274,78,1306347511,1729443293
13510,Updating component that makes resource request triggers update warning,1535568167,1535589954,1535589954.0,pshrmn,1,2,closed,0,NONE,8,0,0,0,0,0,0,0,0,0,2831.0,,121,0,32,10,1318544367,1703610386
13512,Node/UMD bundles are broken on master,1535570998,1535849926,1535828400.0,gaearon,1,2,closed,0,COLLABORATOR,6,0,0,0,0,0,0,0,0,0,616416.0,@bluesky-social ,87893,173,274,78,1306347511,1729443293
13574,Interaction reference count decremented too aggressively,1536187414,1537892887,1537892862.0,bvaughn,1,2,closed,0,CONTRIBUTOR,0,0,0,0,0,0,0,0,0,0,412215.0,Citadel,11164,1,165,65,1224291950,1727480866
13610,IE9: Unable to call apply on console.error when encountering an unknown tag,1536599629,1536863894,1536863894.0,nhunzaker,0,3,closed,0,CONTRIBUTOR,4,0,0,0,0,0,0,0,0,0,201416.0,@WhimsicalCode ,349,94,156,108,1296370058,1727689560
13634,Missing UMD variant of react.profiling.min.js,1536801045,1536885877,1536885848.0,realityforge,1,2,closed,0,CONTRIBUTOR,4,0,0,0,0,0,0,0,0,0,111880.0,@stocksoftware ,129,46,324,18,1212043759,1728769134
13648,16.5 with better support of iframe has some side effects,1536912925,1536939855,1536939855.0,JSteunou,0,2,closed,0,CONTRIBUTOR,2,0,0,0,0,0,0,0,0,0,452060.0,https://klaxoon.com,24,1,87,2,1347348303,1724680611
13688,Global `window.event` is overwritten in React 16.5+ in development mode. ,1537364985,1537889063,1537889063.0,sergei-startsev,0,2,closed,0,CONTRIBUTOR,8,0,0,0,0,0,0,0,0,0,1326634.0,EPAM Systems,13,0,31,15,1303596984,1727420087
13777,The gray overlay when tap the react root container,1538691619,1539073627,1539073627.0,amikitevich,0,2,closed,0,NONE,2,0,0,0,0,0,0,0,0,0,488817.0,,4,4,45,16,1359208545,1726583094
13798,JAWS reads non-interactive elements as Clickable,1539180436,1548794880,,Lily418,0,1,open,0,NONE,9,1,0,0,0,0,0,0,0,1,1245375.0,,22,5,69,9,1327251425,1729351629
13960,React.lazy: defaultProps not merged into props in commit phase lifecycles,1540425811,1541534055,1541534055.0,variadicintegrity,0,2,closed,0,NONE,2,7,0,0,0,0,0,0,0,7,241560.0,,3,0,2,0,1485497397,1727523874
14002,Safari Devtools flooded with security errors on react-dom selection work with iframes with diff origins,1540667371,1553757506,1553087514.0,asci,0,3,closed,0,NONE,7,7,0,0,0,0,0,0,0,7,94355.0,,66,18,35,46,1305027062,1716298972
14012,Suspense ping shouldn't suspend if all suspended content is already in fallback mode,1540761726,1593456609,1593456608.0,RichieAHB,0,2,closed,0,NONE,10,1,0,0,0,0,0,0,0,1,4950.0,@spotify,16,1,52,8,1334674502,1728487012
14013,"Suspense doesn't ""resolve"" for subsequent times if was suspended again ",1540766676,1541464371,1541464371.0,ykravv,0,3,closed,0,NONE,4,0,0,0,0,0,0,0,0,0,393166.0,@wix ,17,6,18,1,1337959844,1721983395
14073,Suspense fallback remounts when each child resolves,1541159842,1617229228,1541464371.0,adwilk,0,1,closed,0,NONE,15,0,0,0,0,0,0,0,0,0,267639.0,@americanexpress ,9,6,27,0,1332845338,1723455159
14097,Rapid successive calls to unloaded cache/resource items in Suspense results in a silent lockup,1541427481,1541944661,1541942687.0,tannerlinsley,0,2,closed,0,NONE,2,0,0,0,0,0,0,0,0,0,293408.0,@tanstack & @nozzle,11623,13,119,68,1380576881,1729115410
14159,React.memo and React.lazy ignore propTypes,1541720889,1543521988,1543521988.0,ghost,0,2,closed,0,NONE,10,0,0,0,0,0,0,0,0,0,27584.0,,10339,0,0,0,1210659265,1523380953
14170,react-test-renderer doesn't support Suspense and lazy nodes,1541748473,1647801015,,Dem0n13,0,1,open,0,NONE,9,13,0,0,0,0,0,0,0,13,159944.0,,6,0,14,1,1317228508,1728502335
14188,findDOMNode() throws inside Suspense,1541908417,1567500777,1554821610.0,will-hart,0,2,closed,0,NONE,19,7,0,0,0,0,0,0,0,7,189202.0,,25,9,66,16,1283948920,1729423351
14213,Textarea loses focus after inserting paired punctuation with Chinese IME,1542097619,1542251215,,ghost,0,2,open,0,NONE,2,0,0,0,0,0,0,0,0,0,32595.0,,10339,0,0,0,1210659265,1523380953
14220,"When using React.lazy will cause the GPU/CPU to run overloaded, and the page is very slow.",1542130214,1545305634,1544814204.0,janryWang,0,1,closed,0,NONE,33,1,0,0,0,0,0,0,0,1,8555.0,bytedance,728,98,95,13,1365093352,1727105107
14222,Hooks are disabled in v16.7.0-alpha.1,1542138769,1542145730,1542145730.0,arianon,0,1,closed,0,NONE,5,4,0,0,0,0,0,0,0,4,145937.0,,32,32,4,9,1382794090,1727370416
14239,Regression: React 16 automatically marks first item of a select with size > 1 as checked,1542284706,1553273780,1552599610.0,kamituel,0,2,closed,0,NONE,4,0,0,0,0,0,0,0,0,0,15524.0,,10,2,22,49,1298897515,1672989273
14241,useCallback returns undefined when the component is rendered server-side,1542300230,1542660459,1542660459.0,zhouzi,0,2,closed,0,NONE,4,0,0,0,0,0,0,0,0,0,609084.0,,222,68,85,4,1346924561,1728454270
14310,Re-rendering lazy() doesn't respect defaultProps on memo(),1542909314,1542915643,1542915643.0,gaearon,1,2,closed,0,COLLABORATOR,0,0,0,0,0,0,0,0,0,0,361594.0,@bluesky-social ,87893,173,274,78,1306347511,1729443293
14331,React 16.6.3 silently swallows an exception in `ReactDOMServer.renderToNodeStream()`,1543270908,1543324153,1543323660.0,asyncmax,0,1,closed,0,NONE,3,2,0,0,0,0,0,0,0,2,169775.0,Gourmet Tech Inc.,3,0,21,0,1404326840,1709833522
14352,useEffect is broken for React Native with JSC,1543440683,1543866113,1543698200.0,bvaughn,0,2,closed,0,CONTRIBUTOR,13,3,0,0,0,0,0,0,0,3,57059.0,Citadel,11164,1,165,65,1224291950,1727480866
14356,Sometimes controlled email inputs break in Chrome due to punycoding,1543497742,1592509873,,Bastian,0,2,open,0,NONE,9,0,0,0,0,0,0,0,0,0,43617.0,@kurzdigital ,73,5,44,21,1374082193,1727023433
14360,useReducer: dispatched actions are reduced twice,1543541359,1543590172,1543590140.0,ioss,0,2,closed,0,CONTRIBUTOR,4,0,0,0,0,0,0,0,0,0,45713.0,qoob,7,11,41,3,1274303149,1727471878
14362,react-hooks linter fails with unusual for loop,1543587072,1548435994,1548435994.0,TrySound,0,3,closed,0,CONTRIBUTOR,6,0,0,0,0,0,0,0,0,0,1126144.0,@webstudio-is ,992,2,192,10,1381214315,1728986367
14434,"""Failed to execute 'removeChild' on 'Node'"" error on unmounting React portal with nulled child",1544713216,1586259743,1567850445.0,dennis90,0,2,closed,1,NONE,8,0,0,0,0,0,0,0,0,0,97235.0,@cryptocurrencytrader ,8,10,44,16,1319205334,1727829029
14442,ShallowRenderer does not work with Class.contextType,1544810451,1584530376,1584530376.0,mpmaia,0,3,closed,0,NONE,15,1,0,0,0,0,0,0,0,1,248968.0,,10,4,25,0,1278425802,1726248299
14452,Wrong visualization order in User Timing when profiling in Chrome,1545059419,1616608946,1616608946.0,mareolan,0,2,closed,0,NONE,3,0,0,0,0,0,0,0,0,0,246489.0,,0,0,7,0,1370702745,1695822324
14475,eslint-plugin-rules-of-react uses undocumented context.report signature,1545305908,1547803571,1547803571.0,eps1lon,0,1,closed,0,COLLABORATOR,3,0,0,0,0,0,0,0,0,0,736379.0,,1250,39,335,57,1430986090,1729015756
14502, Throwing an error from a component while server rendering changes the default value of a context if there is a provider in that tree.,1546042287,1550783772,1550783772.0,emmatown,0,4,closed,0,NONE,7,0,0,0,0,0,0,0,0,0,683116.0,@Thinkmill,504,12,75,1,1426376891,1728692665
14535,Concurrent mode iOS hover behaviour,1546725403,1616715760,1616715760.0,subhero24,0,2,closed,0,NONE,3,0,0,0,0,0,0,0,0,0,1537996.0,,4,0,20,1,1320365385,1727435735
14674,Original error message is swallowed in an edge case with render phase updates,1548263399,1549645129,1549645129.0,gaearon,0,2,closed,0,COLLABORATOR,5,1,0,0,0,0,0,0,0,1,91950.0,@bluesky-social ,87893,173,274,78,1306347511,1729443293
14694,Chrome Autofill overwrites values on controlled components,1548355349,1549293569,,epicfaace,0,3,open,0,CONTRIBUTOR,4,3,0,0,0,0,0,0,0,3,1144862.0,,307,152,358,53,1335664347,1727954653
14782,useImperativeHandle behaves as if inputs are [] by default,1549500211,1550172358,1549910548.0,AhmedElywa,0,2,closed,0,NONE,15,3,0,0,0,0,0,0,0,3,71828.0,@paljs ,120,15,16,0,1369605742,1726581748
14790,Warning when a memoized component uses both hooks and suspense,1549572039,1550172419,1550172418.0,trojanowski,0,2,closed,0,NONE,4,3,0,0,0,0,0,0,0,3,12519.0,,64,8,26,2,1316952860,1727087074
14792,Question: ReactDOM render call in useEffect delayed until first update,1549584558,1550690991,1550002716.0,hamlim,0,2,closed,0,CONTRIBUTOR,7,0,0,0,0,0,0,0,0,0,212522.0,@fw-ai,84,188,325,25,1380571187,1724326258
14811,unmount an empty component is breaking with ReactDOM portals,1549797080,1603337236,1549910274.0,KhodorAmmar,0,2,closed,0,NONE,21,3,0,0,0,0,0,0,0,3,15617.0,,15,0,28,2,1308239776,1728127303
14812,An update to the state from `useState` is not registered in event handler `onTransitionEnd`,1549812697,1550774711,1550774711.0,DennisSkoko,0,2,closed,0,NONE,16,0,0,0,0,0,0,0,0,0,264412.0,,7,7,11,0,1393359312,1726898058
14840,Shallow renderer doesn't update on setState() with Hooks,1550077109,1552689033,1552689033.0,gaearon,0,3,closed,0,COLLABORATOR,1,1,0,0,0,0,0,0,0,1,63171.0,@bluesky-social ,87893,173,274,78,1306347511,1729443293
14848,Trigger suspense from hooks,1550140280,1550175013,1550175012.0,NeoLegends,0,3,closed,0,NONE,3,0,0,0,0,0,0,0,0,0,428.0,,69,22,75,3,1335468719,1722413753
14849,Calling setState during component rendering causes incorrect previous state value in next state update,1550140708,1550774604,1550774604.0,hlousekv,0,2,closed,0,NONE,14,7,0,0,0,0,0,0,0,7,96297.0,,0,0,0,0,1471517928,1550760204
14861,Cannot type Chinese  in `<input />`  under controlled mode + ReactDom 16.8.2,1550237005,1550773913,1550773913.0,youluna,0,2,closed,0,NONE,13,26,0,0,0,0,0,0,0,26,258333.0,Alibaba,61,15,16,0,1417536333,1680000792
14878,Simple memo components being updated with new set of props during context change,1550495338,1651158116,1651158116.0,Andarist,0,2,closed,0,CONTRIBUTOR,3,0,0,0,0,0,0,0,0,0,239164.0,@replayio,1933,5,575,19,1416226627,1723093121
14910,The component is not updated when a new state is changed using a callback from useState,1550734502,1550774665,1550774664.0,Finesse,0,2,closed,0,NONE,3,0,0,0,0,0,0,0,0,0,403688.0,,80,21,22,8,1412325476,1728966807
14954,act should keep flushing passive effects until there are none left,1551138190,1554381341,1554381341.0,acdlite,1,2,closed,0,COLLABORATOR,1,0,0,0,0,0,0,0,0,0,237155.0,@vercel ,14208,0,73,20,1361174936,1728940859
14980,Misleading error description when using wrong useRef,1551375345,1651266802,1651266802.0,madroneropaulo,0,2,closed,0,NONE,11,9,0,0,0,0,0,0,0,9,367869.0,,8,5,35,2,1367923739,1721182132
15012,"`data-reactroot=""""` lost in server render if element inside `<Context.Provider>`",1551743214,1616610233,1616610233.0,overlookmotel,0,2,closed,0,CONTRIBUTOR,6,1,0,0,0,0,0,0,0,1,148062.0,,180,2,162,0,1294771113,1724659559
15039,react-debug-tools doesn't support legacy context (Component.contextTypes),1551891276,1599101501,,bvaughn,0,2,open,0,CONTRIBUTOR,3,0,0,0,0,0,0,0,0,0,109389.0,Citadel,11164,1,165,65,1224291950,1727480866
15057,"setState in useEffect causing a ""React state update on an unmounted component"" warning",1552000665,1564512071,1564512071.0,KidkArolis,0,1,closed,0,NONE,29,1,0,0,0,0,0,0,0,1,169998.0,Humaans,110,18,141,46,1278433378,1728377352
15075,shallow renderer: wrong initial state passed to getDerivedStateFromProps,1552170663,1553412757,1553412757.0,ljharb,0,2,closed,0,CONTRIBUTOR,11,1,0,0,0,0,0,0,0,1,214000.0,@herodevs @tc39 ,7093,390,261,11,1231550882,1729393711
15088,useReducer - eagerReducer optimization discussion/questions,1552384663,1632785110,1632785110.0,Andarist,0,2,closed,0,CONTRIBUTOR,2,0,0,0,0,0,0,0,0,0,210856.0,@replayio,1933,5,575,19,1416226627,1723093121
15113,eslint-plugin-react-hooks useCallback circular dependencies?,1552595519,1552662841,1552662841.0,KhodorAmmar,0,2,closed,0,NONE,2,0,0,0,0,0,0,0,0,0,518599.0,,15,0,28,2,1308239776,1728127303
15171,dangerouslySetInnerHTML is left empty on client render on top of bad server markup when rendering HTML,1553114118,1648598590,,petetnt,0,2,open,0,CONTRIBUTOR,13,1,0,0,0,0,0,0,0,1,533915.0,,124,64,206,10,1400569180,1724691993
15219,"Combination of componentDidCatch and hooks throws ""Should have a queue. This is likely a bug in React.""",1553648033,1602860848,1602860848.0,timkendrick,0,2,closed,0,NONE,8,12,0,0,0,0,0,0,0,12,611639.0,,40,0,57,1,1312278228,1729259120
15301,renderWithHooks may initialize workInProgressHook at the beginning,1554259672,1602860848,1602860848.0,Jokcy,0,2,closed,0,NONE,1,0,0,0,0,0,0,0,0,0,512122.0,,505,3,35,24,1343985382,1727522643
15356,[react-reconciler] TypeError: _appendAllChildren is not a function,1554771794,1681658840,1555109762.0,kevzettler,0,3,closed,0,NONE,5,0,0,0,0,0,0,0,0,0,545334.0,Red Trench Media Corp,58,37,131,29,1252786816,1727151745
15418,"Field type=""email"" with multiple attribute cursor jumps to start",1555317128,1604694945,,jordyvg,0,2,open,0,NONE,10,5,0,0,0,0,0,0,0,5,784510.0,,0,0,1,0,1467659453,1697458588
15484,An error in render() + boundary behaves unexpectedly on ReactDOM.hydrate(),1556101638,1648598855,1648598854.0,Rendez,0,2,closed,0,NONE,6,6,0,0,0,0,0,0,0,6,193920.0,,59,48,86,34,1236640449,1728659235
15512,Suspense commits pending trees in Concurrent Mode under heavy load,1556295558,1593455245,1593455244.0,gaearon,0,3,closed,0,COLLABORATOR,3,0,0,0,0,0,0,0,0,0,2491135.0,@bluesky-social ,87893,173,274,78,1306347511,1729443293
15739,Controlled input makes browser not saving submitted value (for autocomplete),1558786693,1667391880,,bootleq,0,2,open,0,NONE,12,19,0,0,0,0,0,0,0,19,418399.0,,44,47,93,48,1258875811,1726160593
15774,useCallback doesn't memoize callback in shallow renderer,1559205092,1584530334,1584530333.0,chenesan,0,3,closed,0,CONTRIBUTOR,8,3,0,0,0,0,0,0,0,3,1781221.0,,23,2,54,7,1400421944,1727329134
15930,[Flare] onPressEnd not being called on keyup for Enter key,1560986313,1561141991,1561141991.0,aweary,0,1,closed,0,CONTRIBUTOR,3,0,0,0,0,0,0,0,0,0,419862.0,@discord,1845,227,268,50,1394216360,1722150072
15978,Using 'scRipt' in React.createElement's type parameter allows you to execute JavaScript code in the child parameter,1561406175,1590597049,1587496226.0,svensprk,0,2,closed,0,NONE,5,0,0,0,0,0,0,0,0,0,195032.0,,0,0,1,0,1560953502,1586960478
16003,"[eslint-plugin-react-hooks] Crash when referencing ""arguments""",1561601207,1567528002,1567528002.0,Jessidhia,0,2,closed,0,CONTRIBUTOR,5,0,0,0,0,0,0,0,0,0,1888294.0,"@pixiv Inc, pixiv desktop",681,19,118,45,1239569996,1729070562
16160,Bug: React DOM Server is mutating CSS variable names,1563489501,1564160785,1564160785.0,rdhaliwal,0,2,closed,0,NONE,1,1,0,0,0,0,0,0,0,1,1888654.0,,4,0,29,11,1311295202,1718535054
16342,textarea does not show warning when switching from uncontrolled to controlled like inputs do,1565378155,1575239965,,bradwestfall,0,2,open,0,NONE,3,3,0,0,0,0,0,0,0,3,241000.0,,336,2,25,12,1346690806,1722957024
16365,ErrorBoundary rendering multiple copies of itself when ref assignment fails,1565619155,1578589527,,silverwind,0,2,open,0,NONE,6,0,0,0,0,0,0,0,0,0,54872.0,,600,21,381,27,1250238619,1723072182
16376,Add Priorities for All Event Types,1565674027,1616615837,1616615837.0,sebmarkbage,1,3,closed,0,COLLABORATOR,0,0,0,0,0,0,0,0,1,1,123090.0,Vercel,8800,37,73,67,1237130749,1727838841
16389,useEffect fails to fire when hosted in display:none iFrame,1565797117,1578334295,1578334295.0,Kikketer,0,1,closed,0,NONE,15,5,0,0,0,1,0,0,0,6,137907.0,@castingnetworks,17,15,53,7,1312428181,1729113687
16412,"[react profiler bug]Error: ""getCommitTree(): Unable to reconstruct tree for root ""1"" and commit 1""",1565935024,1578185461,1578185461.0,Zaynex,0,2,closed,0,NONE,16,0,0,0,0,0,0,0,0,0,7272.0,,61,350,125,1,1439285566,1728374458
16413,Dev tools does not respect zoom level on firefox OSX,1565942296,1567514284,1567514284.0,andyhmltn,0,3,closed,0,NONE,14,2,0,0,0,0,0,0,0,2,3577.0,,38,32,156,13,1311380322,1718721286
16414,"Error: ""Could not find commit data for root ""44"" and commit 4""",1565945873,1566143012,1566143011.0,phamwon,0,2,closed,0,NONE,3,0,0,0,0,0,0,0,0,0,731.0,@sun-studio-jsc ,5,6,5,1,1358503812,1729128224
16416,SSR: Cannot set property 'memoizedState' of null,1565946604,1685521759,,ambar,0,1,open,0,NONE,27,14,0,0,0,0,0,0,2,16,2303.0,,109,61,109,58,1247820532,1721890499
16417,"Error: ""Could not find commit data for root ""1"" and commit null""",1565948907,1565968159,1565968114.0,xu33,0,3,closed,0,NONE,2,0,0,0,0,0,0,0,0,0,6924.0,,2,9,33,3,1337580693,1727500413
16419,DevTools: react-devtools-tutorial.now.sh > editing-props-and-state have a bad state,1565955831,1565986221,1565986220.0,asimqt,1,2,closed,0,NONE,2,0,0,0,0,0,0,0,0,0,11983.0,Quintype Technologies,2,1,10,0,1499924046,1610953092
16422,"Error: ""Cannot read property 'isCollapsed' of undefined""",1565967814,1567760800,1567760800.0,AndriiTsapenkoCasafari,0,2,closed,0,NONE,5,0,0,0,0,0,0,0,0,0,1967.0,,0,0,0,0,1552895619,1638175415
16423,"DevTools v4 error ""startProfiling not supported by this renderer""",1565969781,1566242228,1565979999.0,eranimo,1,2,closed,0,NONE,13,0,0,0,0,0,0,0,0,0,7591.0,@LogRocket,43,5,51,8,1350652188,1729214427
16426,Devtools V4 standalone script at localhost:8097 fails to load,1565977372,1633396292,1566233140.0,sushruth,1,2,closed,0,NONE,6,0,0,0,0,0,0,0,0,0,3935.0,@docusign,19,15,68,23,1344398740,1727294212
16427,"Error: ""Could not find commit data for root ""34"" and commit 21""",1565981307,1565986581,1565986580.0,fozcodes,0,3,closed,0,NONE,2,0,0,0,0,0,0,0,0,0,124359.0,@paramount,19,2,59,3,1337737461,1727959180
16441,"Error: ""Could not find commit data for root ""1"" and commit null""",1566105666,1566142508,1566142507.0,raibima,1,2,closed,0,NONE,2,1,0,0,0,0,0,0,0,1,72357.0,@traveloka,41,1,79,15,1368890939,1728271146
16446,"Error: ""Could not find node with id ""266"" in commit tree""",1566178023,1578504716,1578185474.0,ldcc-juj,1,2,closed,0,NONE,9,3,0,0,0,0,0,0,0,3,30335.0,,1,0,13,0,1540440578,1588902979
16451,React DevTools Chrome Browser Extension Option Select Boxes are broken,1566208358,1566316166,1566309600.0,GeorgeWL,0,2,closed,0,NONE,6,0,0,0,0,0,0,0,0,0,22487.0,,29,30,71,17,1384360516,1729098230
16456,React DevTools: styling overrides global styles,1566230845,1619642277,1619642277.0,CompuIves,0,2,closed,0,CONTRIBUTOR,5,0,0,0,0,0,0,0,0,0,3912.0,@codesandbox,2578,35,185,13,1296156250,1729072097
16457,"Error: ""Could not find node with id ""6002"" in commit tree""",1566234757,1577984363,1566238051.0,Rutulpatel7077,0,3,closed,0,NONE,1,0,0,0,0,0,0,0,0,0,15847.0,@smashreality @OpenAIBeginners @zestyai,38,136,80,6,1474183224,1729268553
16464,DevTools: Tooltips appear to be Times New Roman in Firefox,1566250604,1568071264,1568071264.0,bvaughn,0,2,closed,0,CONTRIBUTOR,0,0,0,0,0,0,0,0,0,0,77.0,Citadel,11164,1,165,65,1224291950,1727480866
16465,DevTools: Occasional FOUC when loading DevTools,1566250681,1578510653,,bvaughn,0,3,open,0,CONTRIBUTOR,1,0,0,0,0,0,0,0,0,0,853.0,Citadel,11164,1,165,65,1224291950,1727480866
16475,React DevTools: Welcome screen keeps showing up,1566251534,1670356857,1568907686.0,alex-kinokon,0,2,closed,0,NONE,20,17,0,0,0,0,0,0,0,17,1669.0,,38,11,40,10,1404999322,1724640725
16485,DevTools: Overlay stays after devtools are closed,1566253203,1569895257,1569874253.0,bvaughn,0,3,closed,0,CONTRIBUTOR,13,0,0,0,0,0,0,0,0,0,53.0,Citadel,11164,1,165,65,1224291950,1727480866
16486,DevTools: Elements height being clipped by console,1566253256,1619643237,1619642146.0,bvaughn,0,3,closed,0,CONTRIBUTOR,3,0,0,0,0,0,0,0,0,0,201.0,Citadel,11164,1,165,65,1224291950,1727480866
16487,DevTools: Crashes and warnings when quickly collapsing,1566253457,1578510659,,bvaughn,0,3,open,0,CONTRIBUTOR,0,0,0,0,0,0,0,0,0,0,26.0,Citadel,11164,1,165,65,1224291950,1727480866
16488,DevTools: Re-enable postMessage transferable for faster ArrayBuffer transfers,1566253483,1578510660,,bvaughn,0,3,open,0,CONTRIBUTOR,1,1,0,0,0,0,0,0,0,1,150.0,Citadel,11164,1,165,65,1224291950,1727480866
16495,DevTools: Components tree is sometimes unexpectedly empty after navigation,1566253633,1635788321,,bvaughn,0,3,open,0,CONTRIBUTOR,10,3,0,0,0,0,0,0,0,3,10123.0,Citadel,11164,1,165,65,1224291950,1727480866
16499,Wrong tab suggestion label in DevTools,1566263756,1567532330,1567532330.0,gaearon,0,2,closed,0,COLLABORATOR,1,0,0,0,0,0,0,0,0,0,5067.0,@bluesky-social ,87893,173,274,78,1306347511,1729443293
16501,Getting maximum call stack exceeded on backend.js when rendering many elements.,1566268823,1713217996,1619620172.0,ryan-rushton,1,2,closed,0,NONE,14,8,0,0,0,0,0,0,0,8,26773.0,Canva,12,7,29,0,1397888369,1729303867
16506,"Error: ""Could not find commit data for root ""1896"" and commit 16""",1566295596,1581362374,1581362374.0,grazlucinskas,0,2,closed,0,NONE,1,0,0,0,0,0,0,0,0,0,115055.0,OKRA Technologies,0,0,5,0,1546855917,1720616136
16527,DevTools: Profiler: Save profile does nothing on Firefox,1566410651,1567524913,1567524913.0,deadmau6,0,2,closed,0,NONE,2,0,0,0,0,0,0,0,0,0,22066.0,,4,4,15,0,1422467294,1717362494
16534,"Error: ""getCommitTree(): Unable to reconstruct tree for root ""1"" and commit 4""",1566432717,1566571741,1566571721.0,eunsookim,0,3,closed,0,NONE,1,0,0,0,0,0,0,0,0,0,20423.0,,0,0,11,0,1523249031,1674235093
16536,"Error: ""Could not find commit data for root ""1180"" and commit 2""",1566453140,1566571230,1566571186.0,rohanvachheta,0,3,closed,0,NONE,1,1,0,0,0,0,0,0,0,1,39002.0,,4,19,33,0,1523461112,1726802554
16547,Devtools v4 does not work with Firefox's private window,1566492142,1712332488,,tetsuharuohzeki,0,2,open,0,NONE,22,25,0,0,0,0,0,0,0,25,36800.0,,122,15,103,40,1263225383,1729258737
16550,Devtools scrollbar hides flamegraph,1566528942,1619642327,1619642327.0,Curzy,0,2,closed,0,NONE,5,2,0,0,0,0,0,0,0,2,26558.0,@upbitit ,54,62,51,4,1363874563,1728127402
16551,"Error: ""Could not find node with id ""339"" in commit tree""",1566555500,1566571363,1566571346.0,Wenhan129,1,3,closed,0,NONE,2,0,0,0,0,0,0,0,0,0,17438.0,,7,71,39,0,1522955389,1721814737
16556,React DevTools not persisting settings,1566572938,1566582608,1566582600.0,brianblakely,0,3,closed,0,NONE,1,0,0,0,0,0,0,0,0,0,12845.0,,80,0,60,14,1284603917,1724618076
16562,DevTools: TypeError: Cannot read property '0' of null,1566585783,1566592851,1566592832.0,chrisnojima,0,1,closed,0,NONE,1,0,0,0,0,0,0,0,0,0,36422.0,,68,2,6,3,1291908973,1729250711
16564,Firefox browser console opens randomly blank after installing react dev tools,1566622205,1568431797,1568431797.0,dehghani-mehdi,0,2,closed,0,NONE,6,1,0,0,0,0,0,0,0,1,169178.0,Rightek,12,0,21,13,1413034898,1710412460
16568,"Error: ""getCommitTree(): Unable to reconstruct tree for root ""1"" and commit 1""",1566791383,1566833907,1566833894.0,jonatanalava,0,3,closed,0,NONE,1,0,0,0,0,0,0,0,0,0,55815.0,,3,8,5,1,1384198034,1716484510
16573,[react-hooks/exhaustive-deps] missed warning when passing a function,1566847198,1585616973,1585616973.0,whatisaphone,0,2,closed,0,NONE,4,1,0,0,0,0,0,0,0,1,69130.0,,32,1,44,6,1304715888,1726346148
16585,useState's setState hangs when called in closed window,1566916328,1593615945,1593614010.0,aaronjensen,0,3,closed,0,NONE,4,0,0,0,0,0,0,0,0,0,87465.0,Substantial,183,9,369,132,1209245712,1728409910
16599,New plugin not working after change any props in debugger tools,1567003793,1619642344,1619642343.0,sagar-k,0,2,closed,0,NONE,2,1,0,0,0,0,0,0,0,1,52545.0,,0,2,10,0,1396846509,1690767683
16606,"TypeError: ""'requestAnimationFrame' called on an object that does not implement interface Window.""",1567056338,1567214721,,Jack-Works,0,2,open,0,CONTRIBUTOR,6,7,0,0,0,0,0,0,0,7,91953.0,,840,54,51,7,1378380529,1729155934
16616,"Error: ""Cannot modify filter preferences while profiling""",1567148291,1567178611,1567178611.0,har-sargis,0,3,closed,0,NONE,3,0,0,0,0,0,0,0,0,0,24214.0,,3,4,8,0,1515833490,1729170204
